,CO [mg.m-3],Mesto,NO [ug.m-3],NO2 [ug.m-3],NOX [ug.m-3],O3 [ug.m-3],P [mb],PM1 [ug.m-3],PM10 [ug.m-3],PM2.5 [ug.m-3],Rh [%],SO2 [ug.m-3],Unnamed: 0,V [m/s],Vreme,dd [°],t [°C],Mesto_Beograd,Mesto_Kragujevac,Mesto_Nis,Mesto_Novi Sad,Mesto_Sabac,Mesto_Uzice
166,0.24,Novi Sad,5.53,12.34,20.77,21.08,1005.91,,,,78.26,10.35,,1.25,2019-11-10 16:00:00,313.1,12.05,0,0,0,1,0,0
167,0.25,Novi Sad,5.7,13.4,22.05,21.75,1006.92,,,,80.43,9.88,,0.97,2019-11-10 17:00:00,303.24,11.75,0,0,0,1,0,0
168,0.25,Novi Sad,5.5,10.26,18.72,30.32,1008.03,,,,79.92,9.14,,0.71,2019-11-10 18:00:00,320.25,11.77,0,0,0,1,0,0
169,0.27,Novi Sad,6.14,10.51,19.91,21.2,1009.14,,,,79.8,9.2,,0.75,2019-11-10 19:00:00,314.13,11.65,0,0,0,1,0,0
170,0.3,Novi Sad,6.65,9.67,19.8,21.42,1010.15,,,,80.03,9.08,,0.54,2019-11-10 20:00:00,316.47,11.36,0,0,0,1,0,0
171,0.28,Novi Sad,4.85,9.36,17.13,19.0,1010.8,,,,80.34,9.17,,0.44,2019-11-10 21:00:00,325.78,10.92,0,0,0,1,0,0
172,0.27,Novi Sad,5.65,7.79,16.57,16.3,1011.36,,,,80.94,9.05,,0.22,2019-11-10 22:00:00,2.4,10.81,0,0,0,1,0,0
173,0.25,Novi Sad,3.47,7.08,12.29,16.86,1012.11,,,,80.68,9.0,,0.1,2019-11-10 23:00:00,152.43,10.6,0,0,0,1,0,0
174,0.22,Novi Sad,4.0,5.84,12.37,16.74,1012.57,,,,81.92,8.52,,0.07,2019-11-11 00:00:00,191.19,10.39,0,0,0,1,0,0
175,0.22,Novi Sad,4.42,6.63,13.53,16.75,1012.85,,,,81.36,8.53,,0.98,2019-11-11 01:00:00,303.71,10.49,0,0,0,1,0,0
176,0.2,Novi Sad,4.88,4.98,12.48,16.39,1013.08,,,,81.49,8.5,,0.55,2019-11-11 02:00:00,304.92,10.14,0,0,0,1,0,0
177,0.19,Novi Sad,4.46,4.13,10.99,18.52,1013.23,,,,81.27,8.24,,0.39,2019-11-11 03:00:00,296.66,9.79,0,0,0,1,0,0
178,0.2,Novi Sad,3.33,5.82,10.97,15.64,1013.59,,,,80.45,8.04,,0.02,2019-11-11 04:00:00,159.26,9.79,0,0,0,1,0,0
179,0.2,Novi Sad,5.72,9.36,17.56,11.31,1013.6,,,,79.8,8.58,,0.39,2019-11-11 05:00:00,1.66,10.01,0,0,0,1,0,0
180,0.24,Novi Sad,5.21,9.54,17.99,10.3,1013.82,,,,79.39,8.49,,0.47,2019-11-11 06:00:00,91.96,9.9,0,0,0,1,0,0
181,0.22,Novi Sad,5.37,7.37,15.66,12.52,1014.0,,,,80.92,8.41,,0.44,2019-11-11 07:00:00,82.66,9.88,0,0,0,1,0,0
182,0.23,Novi Sad,5.04,7.93,15.66,14.14,1014.32,,,,81.39,8.62,,0.59,2019-11-11 08:00:00,82.24,10.31,0,0,0,1,0,0
183,0.25,Novi Sad,5.77,8.9,17.68,16.31,1014.04,,,,81.29,8.79,,0.63,2019-11-11 09:00:00,98.07,10.99,0,0,0,1,0,0
184,0.23,Novi Sad,5.88,7.07,16.09,22.81,1013.77,,,,79.2,11.67,,0.79,2019-11-11 10:00:00,108.65,12.13,0,0,0,1,0,0
185,0.21,Novi Sad,5.6,7.21,15.74,28.13,1013.03,,,,77.25,10.76,,0.87,2019-11-11 11:00:00,86.34,12.34,0,0,0,1,0,0
186,0.2,Novi Sad,3.84,7.14,13.1,37.37,1012.41,,,,75.62,11.49,,0.68,2019-11-11 12:00:00,97.16,12.82,0,0,0,1,0,0
187,0.2,Novi Sad,4.31,6.04,12.68,42.87,1012.02,,,,73.57,12.76,,0.79,2019-11-11 13:00:00,111.88,13.32,0,0,0,1,0,0
188,0.24,Novi Sad,4.99,6.92,14.55,38.31,1011.67,,,,73.21,11.91,,0.78,2019-11-11 14:00:00,103.35,13.36,0,0,0,1,0,0
189,0.35,Novi Sad,5.06,9.69,18.04,35.69,1010.85,,,,74.41,11.27,,0.88,2019-11-11 15:00:00,88.01,12.93,0,0,0,1,0,0
190,0.29,Novi Sad,5.09,12.79,20.85,25.41,1010.65,,,,77.43,10.45,,0.65,2019-11-11 16:00:00,89.06,12.21,0,0,0,1,0,0
191,0.33,Novi Sad,10.05,14.93,30.56,21.16,1010.45,,,,79.2,9.85,,0.33,2019-11-11 17:00:00,42.79,11.8,0,0,0,1,0,0
192,0.3,Novi Sad,5.63,11.36,20.14,26.15,1009.72,,,,79.14,9.78,,0.39,2019-11-11 18:00:00,52.95,11.81,0,0,0,1,0,0
193,0.34,Novi Sad,9.35,20.27,34.5,17.22,1009.34,,,,78.05,10.34,,0.28,2019-11-11 19:00:00,328.47,11.98,0,0,0,1,0,0
194,0.26,Novi Sad,5.25,11.26,19.41,28.74,1008.93,,,,77.07,10.46,,0.45,2019-11-11 20:00:00,53.65,12.21,0,0,0,1,0,0
195,0.27,Novi Sad,6.58,13.89,23.82,26.49,1008.4,,,,76.61,10.26,,0.45,2019-11-11 21:00:00,40.36,12.07,0,0,0,1,0,0
196,0.21,Novi Sad,3.92,7.64,13.58,33.2,1008.22,,,,75.9,9.81,,0.36,2019-11-11 22:00:00,93.57,12.31,0,0,0,1,0,0
197,0.24,Novi Sad,3.95,7.01,13.05,29.14,1007.88,,,,77.42,10.09,,0.57,2019-11-11 23:00:00,121.49,11.8,0,0,0,1,0,0
198,0.24,Novi Sad,4.01,5.99,12.19,35.81,1007.31,,,,75.12,10.77,,0.98,2019-11-12 00:00:00,141.04,12.3,0,0,0,1,0,0
199,0.31,Novi Sad,3.38,5.08,10.29,48.45,1006.86,,,,72.13,11.68,,1.77,2019-11-12 01:00:00,132.29,12.73,0,0,0,1,0,0
200,0.3,Novi Sad,3.01,5.38,10.06,49.13,1006.38,,,,72.2,11.83,,1.7,2019-11-12 02:00:00,123.66,12.39,0,0,0,1,0,0
201,0.26,Novi Sad,2.56,4.61,8.58,46.36,1005.66,,,,71.64,11.55,,1.24,2019-11-12 03:00:00,85.67,12.22,0,0,0,1,0,0
202,0.21,Novi Sad,3.88,4.98,10.92,43.48,1005.5,,,,73.22,11.04,,0.59,2019-11-12 04:00:00,74.93,11.96,0,0,0,1,0,0
203,0.22,Novi Sad,3.76,5.49,11.23,33.89,1005.15,,,,74.92,10.97,,0.16,2019-11-12 05:00:00,228.72,11.49,0,0,0,1,0,0
204,0.2,Novi Sad,4.4,9.15,15.91,33.02,1004.86,,,,76.06,10.92,,0.27,2019-11-12 06:00:00,90.55,11.73,0,0,0,1,0,0
205,0.19,Novi Sad,4.33,9.31,15.95,40.56,1004.54,,,,69.88,12.48,,1.1,2019-11-12 07:00:00,100.31,13.47,0,0,0,1,0,0
206,0.22,Novi Sad,4.59,11.64,18.64,33.26,1004.08,,,,71.0,13.01,,1.26,2019-11-12 08:00:00,106.1,13.22,0,0,0,1,0,0
207,0.28,Novi Sad,5.09,10.27,17.95,28.2,1003.44,,,,76.82,11.68,,1.4,2019-11-12 09:00:00,110.63,12.88,0,0,0,1,0,0
208,0.26,Novi Sad,5.62,9.56,18.19,35.74,1002.95,,,,76.72,12.15,,1.28,2019-11-12 10:00:00,97.86,13.43,0,0,0,1,0,0
209,0.26,Novi Sad,5.29,10.26,18.41,33.09,1001.83,,,,73.99,13.29,,1.38,2019-11-12 11:00:00,89.7,14.33,0,0,0,1,0,0
210,0.32,Novi Sad,6.08,12.51,21.77,31.87,1001.08,,,,72.5,14.04,,1.59,2019-11-12 12:00:00,86.48,14.89,0,0,0,1,0,0
211,0.27,Novi Sad,4.77,11.69,19.08,34.07,1000.25,,,,70.36,14.97,,1.33,2019-11-12 13:00:00,99.1,15.39,0,0,0,1,0,0
212,0.23,Novi Sad,3.81,10.51,16.29,41.34,999.88,,,,67.03,15.72,,1.47,2019-11-12 14:00:00,106.27,16.29,0,0,0,1,0,0
213,0.22,Novi Sad,3.43,8.32,13.57,43.02,999.1,,,,65.69,15.75,,1.7,2019-11-12 15:00:00,121.42,16.74,0,0,0,1,0,0
214,0.21,Novi Sad,4.75,7.84,15.12,45.09,998.98,,,,64.63,15.51,,1.55,2019-11-12 16:00:00,112.25,17.02,0,0,0,1,0,0
215,0.21,Novi Sad,3.4,7.37,12.58,44.11,1000.23,,,,67.02,14.57,,1.7,2019-11-12 17:00:00,102.67,16.99,0,0,0,1,0,0
216,0.23,Novi Sad,3.76,8.73,14.51,42.5,1000.46,,,,67.29,14.55,,1.34,2019-11-12 18:00:00,104.58,17.19,0,0,0,1,0,0
217,0.25,Novi Sad,3.32,8.93,14.31,38.41,1000.3,,,,66.91,14.73,,1.63,2019-11-12 19:00:00,98.45,17.26,0,0,0,1,0,0
218,0.21,Novi Sad,3.1,6.97,11.73,43.32,1000.21,,,,67.01,14.49,,1.66,2019-11-12 20:00:00,117.3,17.67,0,0,0,1,0,0
219,0.2,Novi Sad,4.33,5.19,11.86,41.67,999.75,,,,69.61,13.82,,1.22,2019-11-12 21:00:00,94.11,17.37,0,0,0,1,0,0
220,0.2,Novi Sad,2.79,5.18,9.46,42.12,998.88,,,,67.56,14.1,,1.29,2019-11-12 22:00:00,109.71,17.45,0,0,0,1,0,0
221,0.24,Novi Sad,3.65,7.98,13.04,37.88,998.35,,,,68.82,14.3,,2.15,2019-11-12 23:00:00,128.25,17.47,0,0,0,1,0,0
222,0.22,Novi Sad,3.65,5.08,10.69,39.07,997.99,,,,69.26,14.39,,2.88,2019-11-13 00:00:00,131.3,17.65,0,0,0,1,0,0
223,0.21,Novi Sad,5.24,6.84,9.79,37.02,997.97,,,,70.88,13.87,,1.78,2019-11-13 01:00:00,136.56,17.22,0,0,0,1,0,0
224,0.18,Novi Sad,3.35,4.64,9.79,41.66,997.76,,,,70.68,14.25,,1.36,2019-11-13 02:00:00,120.69,17.09,0,0,0,1,0,0
225,0.13,Novi Sad,3.78,2.28,8.09,61.89,997.02,,,,70.95,13.4,,1.25,2019-11-13 03:00:00,112.46,16.13,0,0,0,1,0,0
226,0.11,Novi Sad,3.23,4.59,9.51,65.43,996.7,,,,72.04,14.18,,1.6,2019-11-13 04:00:00,130.57,15.24,0,0,0,1,0,0
227,0.1,Novi Sad,3.64,3.98,9.48,73.54,996.29,,,,71.16,14.38,,2.34,2019-11-13 05:00:00,130.11,14.9,0,0,0,1,0,0
228,0.12,Novi Sad,3.73,3.65,9.52,65.29,996.06,,,,72.3,13.48,,1.65,2019-11-13 06:00:00,128.13,14.65,0,0,0,1,0,0
229,0.24,Novi Sad,10.26,15.14,30.71,62.14,995.68,,,,74.64,13.78,,3.01,2019-11-13 07:00:00,128.63,14.8,0,0,0,1,0,0
230,0.26,Novi Sad,10.26,15.14,30.71,57.56,995.63,,,,78.59,2.76,,2.88,2019-11-13 08:00:00,128.48,15.22,0,0,0,1,0,0
231,0.26,Novi Sad,10.26,15.14,30.71,57.56,995.28,,,,74.26,2.76,,2.97,2019-11-13 09:00:00,126.91,16.58,0,0,0,1,0,0
232,0.26,Novi Sad,10.26,15.14,30.71,57.56,994.58,,,,68.57,2.76,,3.75,2019-11-13 10:00:00,132.0,17.69,0,0,0,1,0,0
233,0.26,Novi Sad,10.26,15.14,30.71,76.47,994.04,,,,57.96,2.76,,3.67,2019-11-13 11:00:00,138.2,19.45,0,0,0,1,0,0
234,0.22,Novi Sad,10.26,15.14,30.71,76.47,993.71,,,,52.56,2.76,,3.77,2019-11-13 12:00:00,133.94,20.26,0,0,0,1,0,0
235,0.23,Novi Sad,10.26,15.14,30.71,72.35,993.87,,,,52.22,2.76,,3.19,2019-11-13 13:00:00,132.41,20.86,0,0,0,1,0,0
236,0.26,Novi Sad,10.26,15.14,30.71,61.56,994.38,,,,57.03,8.35,,1.32,2019-11-13 14:00:00,122.48,20.13,0,0,0,1,0,0
237,0.28,Novi Sad,10.26,15.14,30.71,53.08,995.1,,,,58.28,8.26,,0.81,2019-11-13 15:00:00,98.08,19.55,0,0,0,1,0,0
238,0.29,Novi Sad,10.26,15.14,30.71,41.6,995.66,,,,66.33,7.86,,1.3,2019-11-13 16:00:00,97.65,17.83,0,0,0,1,0,0
239,0.3,Novi Sad,10.26,15.14,30.71,39.84,996.78,,,,68.82,7.6,,1.28,2019-11-13 17:00:00,109.25,17.2,0,0,0,1,0,0
240,0.26,Novi Sad,10.26,15.14,30.71,57.39,997.44,,,,62.21,8.1,,2.39,2019-11-13 18:00:00,128.83,18.03,0,0,0,1,0,0
241,0.22,Novi Sad,10.26,15.14,30.71,67.97,998.21,,,,54.13,7.6,,2.48,2019-11-13 19:00:00,132.6,18.62,0,0,0,1,0,0
242,0.24,Novi Sad,10.26,15.14,30.71,63.18,999.15,,,,59.54,10.41,,2.37,2019-11-13 20:00:00,140.65,17.56,0,0,0,1,0,0
243,0.23,Novi Sad,10.26,15.14,30.71,63.53,999.88,,,,59.0,12.27,,2.39,2019-11-13 21:00:00,143.95,17.62,0,0,0,1,0,0
244,0.23,Novi Sad,10.26,15.14,30.71,63.59,1000.36,,,,62.27,11.77,,2.49,2019-11-13 22:00:00,147.74,17.08,0,0,0,1,0,0
245,0.23,Novi Sad,10.26,15.14,30.71,61.35,1001.11,,,,63.71,9.49,,1.44,2019-11-13 23:00:00,147.77,17.02,0,0,0,1,0,0
246,0.25,Novi Sad,10.26,15.14,30.71,50.98,1002.06,,,,60.5,8.94,,0.79,2019-11-14 00:00:00,327.15,17.5,0,0,0,1,0,0
247,0.27,Novi Sad,10.26,15.14,30.71,34.33,1003.25,,,,72.11,6.59,,0.82,2019-11-14 01:00:00,302.35,15.26,0,0,0,1,0,0
248,0.28,Novi Sad,10.26,15.14,30.71,20.05,1004.0,,,,79.76,5.45,,0.95,2019-11-14 02:00:00,303.01,12.25,0,0,0,1,0,0
249,0.27,Novi Sad,10.26,15.14,30.71,23.49,1004.48,,,,79.66,5.58,,0.67,2019-11-14 03:00:00,318.36,11.52,0,0,0,1,0,0
250,0.28,Novi Sad,10.26,15.14,30.71,18.18,1004.76,,,,79.53,5.26,,0.52,2019-11-14 04:00:00,339.67,11.09,0,0,0,1,0,0
251,0.25,Novi Sad,10.26,15.14,30.71,22.4,1005.05,,,,78.58,5.14,,0.29,2019-11-14 05:00:00,328.69,10.85,0,0,0,1,0,0
252,0.29,Novi Sad,10.26,15.14,30.71,17.53,1005.38,,,,75.87,5.1,,0.39,2019-11-14 06:00:00,309.77,10.83,0,0,0,1,0,0
253,0.38,Novi Sad,10.26,15.14,30.71,9.88,1005.95,,,,77.09,5.3,,0.63,2019-11-14 07:00:00,343.48,10.5,0,0,0,1,0,0
254,0.37,Novi Sad,10.26,15.14,30.71,8.76,1006.3,,,,79.47,5.11,,1.09,2019-11-14 08:00:00,300.64,9.94,0,0,0,1,0,0
255,0.34,Novi Sad,10.26,15.14,30.71,11.09,1006.48,,,,80.56,4.82,,0.24,2019-11-14 09:00:00,238.38,9.63,0,0,0,1,0,0
256,0.4,Novi Sad,10.26,15.14,30.71,7.89,1006.4,,,,81.53,5.34,,0.26,2019-11-14 10:00:00,211.78,10.01,0,0,0,1,0,0
257,0.37,Novi Sad,10.26,15.14,30.71,9.5,1006.15,,,,81.97,5.97,,0.47,2019-11-14 11:00:00,356.4,10.73,0,0,0,1,0,0
258,0.37,Novi Sad,10.26,15.14,30.71,11.73,1005.95,,,,81.17,6.18,,0.12,2019-11-14 12:00:00,327.99,11.28,0,0,0,1,0,0
259,0.35,Novi Sad,10.26,15.14,30.71,9.24,1005.77,,,,79.7,6.66,,0.49,2019-11-14 13:00:00,4.05,11.88,0,0,0,1,0,0
260,0.38,Novi Sad,10.26,15.14,30.71,6.39,1005.8,,,,79.58,6.04,,0.18,2019-11-14 14:00:00,218.69,11.81,0,0,0,1,0,0
261,0.41,Novi Sad,10.26,15.14,30.71,5.05,1005.72,,,,79.74,6.0,,0.66,2019-11-14 15:00:00,6.74,12.0,0,0,0,1,0,0
262,0.46,Novi Sad,10.26,15.14,30.71,1.41,1005.71,,,,81.94,5.83,,0.4,2019-11-14 16:00:00,114.12,11.57,0,0,0,1,0,0
263,0.48,Novi Sad,10.26,15.14,30.71,1.58,1006.09,,,,85.4,5.6,,0.4,2019-11-14 17:00:00,331.39,11.43,0,0,0,1,0,0
264,0.42,Novi Sad,10.26,15.14,30.71,3.23,1006.24,,,,85.44,4.77,,0.62,2019-11-14 18:00:00,15.15,11.47,0,0,0,1,0,0
265,0.47,Novi Sad,10.26,15.14,30.71,2.14,1006.61,,,,84.77,5.01,,0.39,2019-11-14 19:00:00,173.72,11.49,0,0,0,1,0,0
266,0.39,Novi Sad,10.26,15.14,30.71,4.56,1006.79,,,,85.77,4.58,,0.67,2019-11-14 20:00:00,166.3,11.16,0,0,0,1,0,0
267,0.39,Novi Sad,10.26,15.14,30.71,3.71,1006.72,,,,86.79,4.68,,0.69,2019-11-14 21:00:00,132.14,11.15,0,0,0,1,0,0
268,0.49,Novi Sad,10.26,15.14,30.71,2.13,1006.77,,,,87.39,4.74,,0.54,2019-11-14 22:00:00,115.49,11.29,0,0,0,1,0,0
269,0.49,Novi Sad,10.26,15.14,30.71,1.53,1006.78,,,,87.08,5.03,,0.26,2019-11-14 23:00:00,78.56,11.57,0,0,0,1,0,0
270,0.49,Novi Sad,10.26,15.14,30.71,1.58,1006.89,,,,86.08,4.83,,0.16,2019-11-15 00:00:00,51.81,11.74,0,0,0,1,0,0
271,0.48,Novi Sad,10.26,15.14,30.71,1.82,1007.1,,,,85.89,4.46,,0.4,2019-11-15 01:00:00,112.0,11.75,0,0,0,1,0,0
272,0.49,Novi Sad,10.26,15.14,30.71,1.25,1006.84,,,,86.65,4.57,,0.35,2019-11-15 02:00:00,73.94,11.86,0,0,0,1,0,0
273,0.4,Novi Sad,10.26,15.14,30.71,2.89,1006.56,,,,87.28,4.99,,0.34,2019-11-15 03:00:00,73.0,11.97,0,0,0,1,0,0
274,0.32,Novi Sad,10.26,15.14,30.71,6.91,1006.91,,,,87.5,5.95,,0.34,2019-11-15 04:00:00,112.37,11.92,0,0,0,1,0,0
275,0.31,Novi Sad,10.26,15.14,30.71,8.7,1006.99,,,,87.83,6.04,,0.39,2019-11-15 05:00:00,113.98,11.8,0,0,0,1,0,0
276,0.36,Novi Sad,10.26,15.14,30.71,4.08,1007.25,,,,87.45,8.79,,0.36,2019-11-15 06:00:00,71.96,11.88,0,0,0,1,0,0
277,0.38,Novi Sad,10.26,15.14,30.71,3.79,1007.63,,,,86.64,12.02,,0.32,2019-11-15 07:00:00,78.24,12.0,0,0,0,1,0,0
278,0.37,Novi Sad,10.26,15.14,30.71,8.84,1007.92,,,,84.23,21.31,,0.32,2019-11-15 08:00:00,73.2,12.72,0,0,0,1,0,0
279,0.41,Novi Sad,10.26,15.14,30.71,18.06,1008.28,,,,78.32,73.67,,0.29,2019-11-15 09:00:00,50.67,14.71,0,0,0,1,0,0
280,0.33,Novi Sad,10.26,15.14,30.71,27.85,1008.1,,,,71.69,58.31,,0.62,2019-11-15 10:00:00,87.6,16.02,0,0,0,1,0,0
281,0.33,Novi Sad,7.66,16.3,28.11,29.89,1007.46,,,,68.9,50.31,,0.42,2019-11-15 11:00:00,90.43,16.58,0,0,0,1,0,0
282,0.35,Novi Sad,9.76,23.95,38.95,26.79,1006.99,,,,68.8,61.02,,0.71,2019-11-15 12:00:00,79.33,16.56,0,0,0,1,0,0
283,0.34,Novi Sad,7.03,22.72,33.4,34.39,1006.65,,,,66.6,40.45,,1.22,2019-11-15 13:00:00,128.06,16.96,0,0,0,1,0,0
284,0.32,Novi Sad,4.59,20.08,27.04,40.63,1006.28,,,,65.21,34.27,,1.23,2019-11-15 14:00:00,137.08,17.14,0,0,0,1,0,0
285,0.28,Novi Sad,3.52,16.51,21.9,49.56,1006.36,,,,60.22,34.83,,1.61,2019-11-15 15:00:00,139.19,17.11,0,0,0,1,0,0
286,0.32,Novi Sad,3.55,21.3,26.73,44.08,1006.37,,,,60.46,23.05,,1.69,2019-11-15 16:00:00,126.18,17.07,0,0,0,1,0,0
287,0.31,Novi Sad,3.1,23.3,28.13,42.27,1006.39,,,,59.19,16.99,,2.53,2019-11-15 17:00:00,135.73,17.11,0,0,0,1,0,0
288,0.37,Novi Sad,4.0,21.39,27.49,36.45,1006.46,,,,63.36,15.36,,1.14,2019-11-15 18:00:00,115.59,16.34,0,0,0,1,0,0
289,0.34,Novi Sad,3.2,12.48,17.33,34.43,1006.6,,,,69.8,12.46,,1.54,2019-11-15 19:00:00,125.26,15.29,0,0,0,1,0,0
290,0.34,Novi Sad,3.22,9.68,14.66,35.09,1006.84,,,,73.22,11.35,,2.08,2019-11-15 20:00:00,142.44,14.85,0,0,0,1,0,0
291,0.32,Novi Sad,2.86,10.18,14.57,40.37,1007.23,,,,70.79,12.71,,2.86,2019-11-15 21:00:00,135.36,15.32,0,0,0,1,0,0
292,0.27,Novi Sad,2.67,7.62,11.7,49.57,1007.8,,,,65.33,14.43,,2.36,2019-11-15 22:00:00,141.71,16.12,0,0,0,1,0,0
293,0.24,Novi Sad,2.86,6.41,10.77,51.87,1007.92,,,,64.12,13.88,,2.49,2019-11-15 23:00:00,135.04,16.22,0,0,0,1,0,0
294,0.24,Novi Sad,2.43,5.43,9.14,53.62,1007.67,,,,62.43,13.88,,1.96,2019-11-16 00:00:00,128.93,16.36,0,0,0,1,0,0
295,0.25,Novi Sad,2.52,6.62,10.45,48.26,1007.72,,,,65.54,11.78,,2.05,2019-11-16 01:00:00,123.12,15.68,0,0,0,1,0,0
296,0.24,Novi Sad,2.61,7.15,11.14,44.06,1008.1,,,,67.51,10.01,,0.9,2019-11-16 02:00:00,99.14,15.17,0,0,0,1,0,0
297,0.22,Novi Sad,2.37,4.41,8.04,55.52,1008.06,,,,63.12,11.42,,1.81,2019-11-16 03:00:00,131.2,16.42,0,0,0,1,0,0
298,0.21,Novi Sad,2.34,4.49,8.07,59.15,1008.13,,,,58.34,13.63,,2.71,2019-11-16 04:00:00,132.88,17.16,0,0,0,1,0,0
299,0.21,Novi Sad,2.26,4.14,7.62,55.47,1008.59,,,,61.78,10.94,,3.06,2019-11-16 05:00:00,132.6,16.39,0,0,0,1,0,0
300,0.22,Novi Sad,2.23,4.97,8.4,50.37,1009.2,,,,65.18,9.42,,2.8,2019-11-16 06:00:00,136.56,15.68,0,0,0,1,0,0
301,0.24,Novi Sad,2.72,6.18,10.38,50.55,1009.82,,,,65.07,9.31,,2.29,2019-11-16 07:00:00,132.75,15.82,0,0,0,1,0,0
302,0.24,Novi Sad,3.1,9.65,14.41,46.88,1010.41,,,,63.35,10.28,,1.18,2019-11-16 08:00:00,105.96,16.06,0,0,0,1,0,0
303,0.22,Novi Sad,4.22,15.88,22.35,37.82,1010.69,,,,65.24,9.52,,1.04,2019-11-16 09:00:00,86.18,15.76,0,0,0,1,0,0
304,0.22,Novi Sad,3.13,10.82,15.57,55.53,1010.71,,,,59.52,26.1,,2.69,2019-11-16 10:00:00,132.63,17.3,0,0,0,1,0,0
305,0.24,Novi Sad,3.44,12.0,17.29,54.79,1010.52,,,,56.42,29.34,,2.14,2019-11-16 11:00:00,126.89,17.81,0,0,0,1,0,0
306,0.32,Novi Sad,5.58,21.52,30.18,38.22,1010.31,,,,62.63,11.6,,0.83,2019-11-16 12:00:00,87.34,16.72,0,0,0,1,0,0
307,0.31,Novi Sad,4.9,22.47,29.95,38.22,1010.33,,,,62.24,11.6,,0.51,2019-11-16 13:00:00,112.31,17.21,0,0,0,1,0,0
308,0.28,Novi Sad,3.12,15.38,20.16,51.48,1010.2,,,,56.88,12.71,,1.29,2019-11-16 14:00:00,134.46,18.06,0,0,0,1,0,0
309,0.27,Novi Sad,2.88,10.8,15.2,57.64,1010.06,,,,56.19,11.78,,1.85,2019-11-16 15:00:00,130.2,18.2,0,0,0,1,0,0
310,0.26,Novi Sad,2.52,10.96,14.78,57.83,1010.0,,,,56.04,10.62,,1.81,2019-11-16 16:00:00,131.62,18.28,0,0,0,1,0,0
311,0.26,Novi Sad,2.38,8.33,12.01,58.57,1010.29,,,,57.47,8.88,,2.68,2019-11-16 17:00:00,134.48,18.06,0,0,0,1,0,0
312,0.3,Novi Sad,2.85,14.92,19.32,46.62,1010.29,,,,60.3,8.14,,1.4,2019-11-16 18:00:00,135.52,17.27,0,0,0,1,0,0
313,0.33,Novi Sad,3.18,15.84,20.79,41.56,1010.29,,,,62.35,7.41,,0.76,2019-11-16 19:00:00,110.79,16.6,0,0,0,1,0,0
314,0.41,Novi Sad,7.05,24.11,34.95,21.05,1010.46,,,,68.09,6.35,,0.47,2019-11-16 20:00:00,349.81,15.19,0,0,0,1,0,0
315,0.37,Novi Sad,4.46,19.12,25.88,29.01,1010.2,,,,67.64,6.84,,0.33,2019-11-16 21:00:00,348.2,15.54,0,0,0,1,0,0
316,0.28,Novi Sad,2.87,9.19,13.54,51.04,1010.04,,,,61.55,12.25,,1.67,2019-11-16 22:00:00,125.31,17.06,0,0,0,1,0,0
317,0.27,Novi Sad,3.26,8.1,13.06,50.48,1010.27,,,,59.5,9.49,,0.93,2019-11-16 23:00:00,114.94,16.98,0,0,0,1,0,0
318,0.27,Novi Sad,2.63,7.58,11.59,48.15,1010.13,,,,62.05,7.66,,0.95,2019-11-17 00:00:00,119.86,16.22,0,0,0,1,0,0
319,0.26,Novi Sad,2.51,5.63,9.48,50.14,1010.01,,,,64.27,7.2,,2.12,2019-11-17 01:00:00,129.09,15.81,0,0,0,1,0,0
320,0.24,Novi Sad,2.17,4.24,7.54,52.19,1009.91,,,,64.72,7.69,,3.17,2019-11-17 02:00:00,133.41,15.75,0,0,0,1,0,0
321,0.26,Novi Sad,2.23,4.21,7.64,48.23,1009.55,,,,67.46,7.14,,3.44,2019-11-17 03:00:00,132.18,14.84,0,0,0,1,0,0
322,0.28,Novi Sad,2.54,4.29,8.21,44.51,1009.36,,,,71.11,6.48,,3.72,2019-11-17 04:00:00,134.88,13.97,0,0,0,1,0,0
323,0.25,Novi Sad,2.41,4.09,7.76,45.13,1009.38,,,,71.48,6.68,,3.61,2019-11-17 05:00:00,131.8,13.97,0,0,0,1,0,0
324,0.23,Novi Sad,2.29,3.91,7.43,45.81,1009.55,,,,69.82,6.48,,3.14,2019-11-17 06:00:00,130.23,14.21,0,0,0,1,0,0
325,0.24,Novi Sad,2.59,5.19,9.17,42.39,1009.7,,,,69.23,6.66,,1.29,2019-11-17 07:00:00,115.75,14.06,0,0,0,1,0,0
326,0.26,Novi Sad,2.9,6.31,10.76,41.65,1009.86,,,,69.06,7.08,,0.99,2019-11-17 08:00:00,94.98,14.14,0,0,0,1,0,0
327,0.27,Novi Sad,3.17,5.78,10.61,43.35,1009.66,,,,68.99,8.19,,1.36,2019-11-17 09:00:00,136.61,14.41,0,0,0,1,0,0
328,0.26,Novi Sad,3.4,4.97,10.19,48.29,1009.52,,,,65.61,9.11,,3.18,2019-11-17 10:00:00,136.26,15.83,0,0,0,1,0,0
329,0.26,Novi Sad,3.0,5.81,10.41,51.1,1008.85,,,,62.89,8.23,,3.41,2019-11-17 11:00:00,133.75,16.35,0,0,0,1,0,0
330,0.26,Novi Sad,3.34,6.19,11.33,54.28,1008.64,,,,60.13,7.89,,2.95,2019-11-17 12:00:00,134.71,17.5,0,0,0,1,0,0
331,0.3,Novi Sad,3.52,8.93,14.4,52.52,1008.21,,,,58.4,7.35,,1.2,2019-11-17 13:00:00,110.07,17.7,0,0,0,1,0,0
